 Key|US English
HUD_TIPSHINTS_TIP_5|To re-position a guest or staff member tap the tongs button to pick them up, tap the view to position them, then tap the tongs button again to drop them!
HUD_TIPSHINTS_TIP_6|
HUD_TIPSHINTS_TIP_6|Test a ride before opening it to guests and check the Excitement, Intensity, and Nausea ratings to see how good the design is!
HUD_TIPSHINTS_TIP_7|
HUD_TIPSHINTS_TIP_7|Always listen to your park guests - Keep them happy and your park will be a success!
HUD_TIPSHINTS_TIP_8|
HUD_TIPSHINTS_TIP_8|To build a path from a raised-up ride entrance or exit open the path construction interface, select bridge construction, then tap the ride entrance or exit to start construction from there!
HUD_TIPSHINTS_TIP_9|
HUD_TIPSHINTS_TIP_9|New rides can command a premium entry price but as rides get older you may need to reduce the prices to attract guests!
HUD_TIPSHINTS_TIP_10|
HUD_TIPSHINTS_TIP_10|Souvenirs can be a real money-spinner if you place the stalls where guests are likely to be happiest!
HUD_TIPSHINTS_TIP_11|
HUD_TIPSHINTS_TIP_11|Make sure there are mechanics available to inspect your rides regularly - this will improve their reliability!
HUD_TIPSHINTS_TIP_12|
HUD_TIPSHINTS_TIP_12|If guests come off your rides looking a bit green build them some benches to sit on to recover!
HUD_TIPSHINTS_TIP_13|
HUD_TIPSHINTS_TIP_13|When designing a custom-built roller coaster try to keep the Intensity rating below 10 or most guests will refuse to ride it!
HUD_TIPSHINTS_TIP_14|
HUD_TIPSHINTS_TIP_14|If scenery or landscape is making it difficult to see what you're building try rotating the view or use the view options to hide scenery or land surfaces!
HUD_TIPSHINTS_TIP_15|
HUD_TIPSHINTS_TIP_15|Information Kiosks sell park maps and umbrellas - useful for helping guests navigate large parks and coping with wet weather!
HUD_TIPSHINTS_TIP_16|
HUD_TIPSHINTS_TIP_16|When building the final sections of track to complete a roller coaster circuit use the height label values to help align the tracks!
HUD_TIPSHINTS_TIP_17|
HUD_TIPSHINTS_TIP_17|In parks where you can charge per ride try increasing the ticket price and then monitor guests' thoughts about the ride - they'll soon tell you if it’s too expensive!
HUD_TIPSHINTS_TIP_18|
HUD_TIPSHINTS_TIP_18|If it rains a lot in your park try to provide as many indoor or undercover rides as possible to keep your guests happy!
HUD_TIPSHINTS_TIP_19|
HUD_TIPSHINTS_TIP_19|If you view the map window at the same time as a sub-group list of guests or staff they'll be highlighted on the map as flashing markers!
HUD_TIPSHINTS_TIP_20|
HUD_TIPSHINTS_TIP_20|Use the blue patrol area button on staff windows to set up restricted patrol areas for your staff - this will ensure they don’t wander off and will keep them close to areas where they are needed!
HUD_TIPSHINTS_TIP_21|
HUD_TIPSHINTS_TIP_21|If areas of your park are being vandalised try to find out why the guests are so unhappy, and remember to fix the vandalism before it upsets more guests!
HUD_TIPSHINTS_TIP_22|
HUD_TIPSHINTS_TIP_22|In some parks you can purchase more land, or purchase construction rights to build over or under adjacent property - Use the buttons on the Park Information window!
HUD_TIPSHINTS_HINT_1|
HUD_TIPSHINTS_HINT_1|The first looping roller coaster was the Centrifugal Railway designed in 1843 and installed at Frascati Gardens in Paris in 1846!
HUD_TIPSHINTS_HINT_2|
HUD_TIPSHINTS_HINT_2|The first roller coaster with tubular-steel rails was the Matterhorn Bobsleds, which opened at Disneyland in California in 1959!
HUD_TIPSHINTS_HINT_3|
HUD_TIPSHINTS_HINT_3|The first roller coaster with “corkscrew” inversions was built in 1975 at Knott's Berry Farm in California - called the “Corkscrew”!
HUD_TIPSHINTS_HINT_4|
HUD_TIPSHINTS_HINT_4|The first stand-up roller coaster was Momonga at Yomiuriland near Tokyo - Originally built in 1979 as a sit-down roller coaster the ride had a stand-up train added in 1982!
HUD_TIPSHINTS_HINT_5|
HUD_TIPSHINTS_HINT_5|The first vertical-drop roller coaster was Oblivion at Alton Towers in England in 1998!
HUD_TIPSHINTS_HINT_6|
HUD_TIPSHINTS_HINT_6|The first roller coaster with 10 inversions was Colossus at Thorpe Park in England in 2002!
HUD_TIPSHINTS_HINT_7|
HUD_TIPSHINTS_HINT_7|The first full-circuit roller coaster with a 300ft drop was Millennium Force which opened at Cedar Point, Ohio in 2000!
HUD_TIPSHINTS_HINT_8|
HUD_TIPSHINTS_HINT_8|The first full-circuit roller coaster with a 400ft drop was Top Thrill Dragster which opened at Cedar Point, Ohio in 2003!
HUD_TIPSHINTS_HINT_9|
HUD_TIPSHINTS_HINT_9|The first roller coaster with interlocking loops was the Loch Ness Monster which opened in 1978 at Busch Gardens, Williamsburg!
HUD_TIPSHINTS_HINT_10|
HUD_TIPSHINTS_HINT_10|Loops in modern roller coasters aren't perfectly circular, they're “clothoid” in shape (tighter at the top than the bottom) to prevent dangerously-high forces on riders' necks when entering the loop!



HUD_IMPORT_IMPORT_FILE|
HUD_IMPORT_IMPORT_FILE|Import file
HUD_IMPORT_FILE_WILL_BE_SAVED_AS|
HUD_IMPORT_FILE_WILL_BE_SAVED_AS|File will be saved as
HUD_IMPORT_SUCCESSFULLY_IMPORTED|
HUD_IMPORT_SUCCESSFULLY_IMPORTED|Successfully imported
HUD_IMPORT_REMAINING_FILES|
HUD_IMPORT_REMAINING_FILES|remaining files
HUD_IMPORT_ALL_FILES_IMPORTED|
HUD_IMPORT_ALL_FILES_IMPORTED|All files imported
HUD_IMPORT_DELETED|
HUD_IMPORT_DELETED|Deleted
HUD_IMPORT_IMPORTING_FILE|
HUD_IMPORT_IMPORTING_FILE|Importing file
HUD_IMPORT_FILES_WAITING|
HUD_IMPORT_FILES_WAITING|files waiting to be imported.
HUD_IMPORT_THEY_WILL_BE_IMPORTED|
HUD_IMPORT_THEY_WILL_BE_IMPORTED|They will be imported the next time you return to the title screen
HUD_IMPORT_SCENARIO|
HUD_IMPORT_SCENARIO|Park Scenario
HUD_IMPORT_LANDSCAPE|
HUD_IMPORT_LANDSCAPE|Landscape
HUD_IMPORT_PARK|
HUD_IMPORT_PARK|Saved Park
HUD_IMPORT_RIDE_DESIGN|
HUD_IMPORT_RIDE_DESIGN|Ride Design
HUD_IMPORT_PLUGIN|
HUD_IMPORT_PLUGIN|Plug-in
HUD_IMPORT_WORKSPACE|
HUD_IMPORT_WORKSPACE|Workspace
HUD_IMPORT_FILES_IMPORTED|
HUD_IMPORT_FILES_IMPORTED|Files successfully imported
HUD_IMPORT_DUPLICATE_FILES|
HUD_IMPORT_DUPLICATE_FILES|Duplicate files found
HUD_IMPORT_PROCESSING_FILES|
HUD_IMPORT_PROCESSING_FILES|Processing files
HUD_IMPORT_PLEASE_WAIT|
HUD_IMPORT_PLEASE_WAIT|Please wait
HUD_IMPORT_TOOLKIT|
HUD_IMPORT_TOOLKIT|Import option requires the Toolkit upgrade!
HUD_IMPORT_UPGRADES|
HUD_IMPORT_UPGRADES|UPGRADES
HUD_IMPORT_IMPORT|
HUD_IMPORT_IMPORT|Import
HUD_IMPORT_FILES|
HUD_IMPORT_FILES|Files?

HUD_EXPORT_EXPORT_SAVED_PARK|
HUD_EXPORT_EXPORT_SAVED_PARK|Export Saved Park
HUD_EXPORT_EXPORT_PARK_SCENARIO|
HUD_EXPORT_EXPORT_PARK_SCENARIO|Export Park Scenario
HUD_EXPORT_EXPORT_RIDE_DESIGN|
HUD_EXPORT_EXPORT_RIDE_DESIGN|Export Ride Design
HUD_EXPORT_EXPORT_FILE|
HUD_EXPORT_EXPORT_FILE|EXPORT FILE
HUD_EXPORT_SELECT_A_SAVED_PARK|
HUD_EXPORT_SELECT_A_SAVED_PARK|Select a Saved Park
HUD_EXPORT_SELECT_A_PARK_SCENARIO|
HUD_EXPORT_SELECT_A_PARK_SCENARIO|Select a Park Scenario
HUD_EXPORT_SELECT_A_RIDE_DESIGN|
HUD_EXPORT_SELECT_A_RIDE_DESIGN|Select a Ride Design
HUD_EXPORT_IMPORT_NO_FILES|
HUD_EXPORT_IMPORT_NO_FILES|Import (No pending files)
HUD_EXPORT_FILE_TO_IMPORT|
HUD_EXPORT_FILE_TO_IMPORT|File to Import
HUD_EXPORT_FILES_TO_IMPORT|
HUD_EXPORT_FILES_TO_IMPORT|Files to Import
HUD_EXPORT_EXPORT|
HUD_EXPORT_EXPORT|Export
HUD_EXPORT_SAVE_DATE|
HUD_EXPORT_SAVE_DATE|Save date

HUD_EXPORT_EMAIL_HEADER|
HUD_EXPORT_EMAIL_HEADER|Rollercoaster Tycoon Classic export
HUD_EXPORT_EMAIL_BODY|
HUD_EXPORT_EMAIL_BODY|Hi!<br/><br/>Sending you the attached file exported from <b>RollerCoaster Tycoon Classic</b>, to be imported on your device.<br/><br/><i>This email was generated by RollerCoaster Tycoon Classic.</i>
HUD_EXPORT_EMAIL_POSTBODY|
HUD_EXPORT_EMAIL_POSTBODY|<i>This email was generated by RollerCoaster Tycoon Classic</i>

HUD_EXPORT_HELP|
HUD_EXPORT_HELP|No files waiting to be imported.\nTo import a friend's Saved Park, Park Scenario, or Ride Design file ask them to Export from their game and email the file to you, then select the file attachment while reading the email to import it into the game.



HUD_EDITOR_OBJECT_SELECTION|
HUD_EDITOR_OBJECT_SELECTION|Object Selection
HUD_EDITOR_LANDSCAPE_EDITOR|
HUD_EDITOR_LANDSCAPE_EDITOR|Landscape Editor
HUD_EDITOR_INVENTION_LIST|
HUD_EDITOR_INVENTION_LIST|Invention List Set Up
HUD_EDITOR_OPTIONS_SELECTION|
HUD_EDITOR_OPTIONS_SELECTION|Options Selection
HUD_EDITOR_OBJECTIVE_SELECTION|
HUD_EDITOR_OBJECTIVE_SELECTION|Objective Selection
HUD_EDITOR_SAVE_SCENARIO|
HUD_EDITOR_SAVE_SCENARIO|Save Scenario
HUD_EDITOR_SAVE_LANDSCAPE|
HUD_EDITOR_SAVE_LANDSCAPE|Save Landscape
HUD_EDITOR_TRACK_DESIGNER|
HUD_EDITOR_TRACK_DESIGNER|Ride Designer
HUD_EDITOR_TRACK_MANAGER|
HUD_EDITOR_TRACK_MANAGER|Track Manager

HUD_EDITOR_ADVANCED|
HUD_EDITOR_ADVANCED|Advanced
HUD_EDITOR_SELECTED|
HUD_EDITOR_SELECTED|Selected
HUD_EDITOR_MAXIMUM|
HUD_EDITOR_MAXIMUM|Maximum
HUD_EDITOR_INCLUDES|
HUD_EDITOR_INCLUDES|Includes
HUD_EDITOR_OBJECTS|
HUD_EDITOR_OBJECTS|objects
HUD_EDITOR_GRAPHICS|
HUD_EDITOR_GRAPHICS|graphics
HUD_EDITOR_NO_IMAGE|
HUD_EDITOR_NO_IMAGE|No image

HUD_EDITOR_INVENTION_LIST|
HUD_EDITOR_INVENTION_LIST|Invention List
HUD_EDITOR_RANDOM_SHUFFLE|
HUD_EDITOR_RANDOM_SHUFFLE|Random shuffle
HUD_EDITOR_ITEMS_PRE_INVENTED|
HUD_EDITOR_ITEMS_PRE_INVENTED|Items pre-invented at start of game
HUD_EDITOR_ITEMS_INVENTED_DURING_GAME|
HUD_EDITOR_ITEMS_INVENTED_DURING_GAME|Items invented during game
HUD_EDITOR_RESEARCH_GROUP|
HUD_EDITOR_RESEARCH_GROUP|Research group

HUD_EDITOR_NO_SELECTED_ENTRY|
HUD_EDITOR_NO_SELECTED_ENTRY|No selected entry
HUD_EDITOR_NO_ENTRIES|
HUD_EDITOR_NO_ENTRIES|No entries
HUD_EDITOR_OPTIONS_FINANCIAL|
HUD_EDITOR_OPTIONS_FINANCIAL|Options - Financial
HUD_EDITOR_OPTIONS_NO_MONEY|
HUD_EDITOR_OPTIONS_NO_MONEY|No Money
HUD_EDITOR_FORBID_MARKETING|
HUD_EDITOR_FORBID_MARKETING|Forbid marketing campaigns
HUD_EDITOR_INITAL_CASH|
HUD_EDITOR_INITAL_CASH|Initial cash
HUD_EDITOR_INITAL_LOAN|
HUD_EDITOR_INITAL_LOAN|Initial loan
HUD_EDITOR_MAXIMUM_LOAN_SIZE|
HUD_EDITOR_MAXIMUM_LOAN_SIZE|Maximum loan size
HUD_EDITOR_ANNUAL_INTEREST_RATE|
HUD_EDITOR_ANNUAL_INTEREST_RATE|Annual interest rate
HUD_EDITOR_OPTIONS_GUESTS|
HUD_EDITOR_OPTIONS_GUESTS|Options - Guests
HUD_EDITOR_GUESTS_PREFER_LESS|
HUD_EDITOR_GUESTS_PREFER_LESS|Guests prefer less intense rides
HUD_EDITOR_GUESTS_PREFER_MORE|
HUD_EDITOR_GUESTS_PREFER_MORE|Guests prefer more intense rides
HUD_EDITOR_CASH_PER_GUEST|
HUD_EDITOR_CASH_PER_GUEST|Cash per guest (average)
HUD_EDITOR_GUESTS_INITIAL_HAPPINESS|
HUD_EDITOR_GUESTS_INITIAL_HAPPINESS|Guests initial happiness
HUD_EDITOR_GUESTS_INITIAL_HUNGER|
HUD_EDITOR_GUESTS_INITIAL_HUNGER|Guests initial hunger
HUD_EDITOR_GUESTS_INITIAL_THIRST|
HUD_EDITOR_GUESTS_INITIAL_THIRST|Guests initial thirst
HUD_EDITOR_OPTIONS_PARK|
HUD_EDITOR_OPTIONS_PARK|Options - Park
HUD_EDITOR_FORBID_TREE_REMOVAL|
HUD_EDITOR_FORBID_TREE_REMOVAL|Forbid tree removal
HUD_EDITOR_FORBID_LANDSCAPE_CHANGES|
HUD_EDITOR_FORBID_LANDSCAPE_CHANGES|Forbid landscape changes
HUD_EDITOR_FORBID_HIGH_CONSTRUCTION|
HUD_EDITOR_FORBID_HIGH_CONSTRUCTION|Forbid high construction
HUD_EDITOR_PARK_RATING_HIGHER|
HUD_EDITOR_PARK_RATING_HIGHER|Park rating higher difficult level
HUD_EDITOR_GUEST_GENERATION_HIGHER|
HUD_EDITOR_GUEST_GENERATION_HIGHER|Guest generation higher difficult level
HUD_EDITOR_COST_TO_BUY_LAND|
HUD_EDITOR_COST_TO_BUY_LAND|Cost to buy land
HUD_EDITOR_COST_TO_BUY_CONSTRUCTION|
HUD_EDITOR_COST_TO_BUY_CONSTRUCTION|Cost to buy construction rights
HUD_EDITOR_ENTRY_PRICE|
HUD_EDITOR_ENTRY_PRICE|Entry price

HUD_EDITOR_OBJECTIVE_SELECTION|
HUD_EDITOR_OBJECTIVE_SELECTION|Objective Selection
HUD_EDITOR_OBJECTIVE|
HUD_EDITOR_OBJECTIVE|Objective
HUD_EDITOR_CLIMATE|
HUD_EDITOR_CLIMATE|Climate
HUD_EDITOR_PARK_NAME|
HUD_EDITOR_PARK_NAME|Park Name
HUD_EDITOR_SCENARIO_NAME|
HUD_EDITOR_SCENARIO_NAME|Scenario Name
HUD_EDITOR_SCENARIO_GROUP|
HUD_EDITOR_SCENARIO_GROUP|Scenario Group
HUD_EDITOR_PARK_SCENARIO_DETAILS|
HUD_EDITOR_PARK_SCENARIO_DETAILS|Park/Scenario Details
HUD_EDITOR_SIX_FLAGS_PARK|
HUD_EDITOR_SIX_FLAGS_PARK|Six Flags Park
HUD_EDITOR_PARK_VALUE|
HUD_EDITOR_PARK_VALUE|Park Value
HUD_EDITOR_TICKET_INCOME|
HUD_EDITOR_TICKET_INCOME|Ticket income
HUD_EDITOR_MONTHLY_PROFIT|
HUD_EDITOR_MONTHLY_PROFIT|Monthly profit
HUD_EDITOR_NUMBER_OF_GUESTS|
HUD_EDITOR_NUMBER_OF_GUESTS|Number of guests
HUD_EDITOR_OBJECTIVE_DATE|
HUD_EDITOR_OBJECTIVE_DATE|Objective date
HUD_EDITOR_MINIMUM_LENGTH|
HUD_EDITOR_MINIMUM_LENGTH|Minimum length
HUD_EDITOR_EXCITEMENT_RATING|
HUD_EDITOR_EXCITEMENT_RATING|Excitement rating

HUD_EDITOR_LOAD_LANDSCAPE|
HUD_EDITOR_LOAD_LANDSCAPE|LOAD LANDSCAPE
HUD_EDITOR_SELECT_A_LANDSCAPE|
HUD_EDITOR_SELECT_A_LANDSCAPE|Select a landscape
HUD_EDITOR_SELECT_A_SCENARIO|
HUD_EDITOR_SELECT_A_SCENARIO|Select a scenario
HUD_EDITOR_SELECT_A_WORKSPACE|
HUD_EDITOR_SELECT_A_WORKSPACE|Select a workspace

HUD_EDITOR_NEW_SAVE|
HUD_EDITOR_NEW_SAVE|NEW SAVE
HUD_EDITOR_IMPORT|
HUD_EDITOR_IMPORT|IMPORT
HUD_EDITOR_DELETE|
HUD_EDITOR_DELETE|DELETE
HUD_EDITOR_SCENARIO|
HUD_EDITOR_SCENARIO|scenario
HUD_EDITOR_LANDSCAPE|
HUD_EDITOR_LANDSCAPE|landscape
HUD_EDITOR_WORKSPACE|
HUD_EDITOR_WORKSPACE|workspace



HUD_OPTIONS_TITLE|
HUD_OPTIONS_TITLE|OPTIONS
HUD_OPTIONS_TITLE_VIEW|
HUD_OPTIONS_TITLE_VIEW|VIEW
HUD_OPTIONS_TITLE_GAME|
HUD_OPTIONS_TITLE_GAME|GAME
HUD_OPTIONS_TITLE_DEBUG|
HUD_OPTIONS_TITLE_DEBUG|DEBUG

HUD_OPTIONS_UNDERGROUND_VIEW|
HUD_OPTIONS_UNDERGROUND_VIEW|Underground View
HUD_OPTIONS_REMOVE_BASELAND|
HUD_OPTIONS_REMOVE_BASELAND|Hide Land Surface
HUD_OPTIONS_REMOVE_VERTICAL_FACES|
HUD_OPTIONS_REMOVE_VERTICAL_FACES|Hide Vertical Land
HUD_OPTIONS_TRANSPARENT_RIDES|
HUD_OPTIONS_TRANSPARENT_RIDES|Hide Rides
HUD_OPTIONS_TRANSPARENT_SCENERY|
HUD_OPTIONS_TRANSPARENT_SCENERY|Hide Scenery
HUD_OPTIONS_INVISIBLE_SUPPORTS|
HUD_OPTIONS_INVISIBLE_SUPPORTS|Hide Supports
HUD_OPTIONS_INVISIBLE_PEOPLE|
HUD_OPTIONS_INVISIBLE_PEOPLE|Hide People
HUD_OPTIONS_LAND_HEIGHT_MARKERS|
HUD_OPTIONS_LAND_HEIGHT_MARKERS|Height Markers - Land
HUD_OPTIONS_RIDE_TRACK_HEIGHT_MARKERS|
HUD_OPTIONS_RIDE_TRACK_HEIGHT_MARKERS|Height Markers - Tracks
HUD_OPTIONS_PATH_HEIGHT_MARKERS|
HUD_OPTIONS_PATH_HEIGHT_MARKERS|Height Markers - Paths

HUD_OPTIONS_MUSIC_ONOFF|
HUD_OPTIONS_MUSIC_ONOFF|Music
HUD_OPTIONS_SFX_ONOFF|
HUD_OPTIONS_SFX_ONOFF|Sound
HUD_OPTIONS_MESSAGE_SFX_ONOFF|
HUD_OPTIONS_MESSAGE_SFX_ONOFF|Message notification sound
HUD_OPTIONS_BUTTON_SFX_ONOFF|
HUD_OPTIONS_BUTTON_SFX_ONOFF|User interface sounds
HUD_OPTIONS_CURRENCY|
HUD_OPTIONS_CURRENCY|Currency
HUD_OPTIONS_DISTANCE|
HUD_OPTIONS_DISTANCE|Distance
HUD_OPTIONS_TEMPERATURE|
HUD_OPTIONS_TEMPERATURE|Temperature
HUD_OPTIONS_HEIGHTMARKERS|
HUD_OPTIONS_HEIGHTMARKERS|Height markers
HUD_OPTIONS_SMOOTHING|
HUD_OPTIONS_SMOOTHING|Smoothing
HUD_OPTIONS_GRIDLINES|
HUD_OPTIONS_GRIDLINES|Gridlines
HUD_OPTIONS_CONSTRUCTIONMARKERS|
HUD_OPTIONS_CONSTRUCTIONMARKERS|Construction markers
HUD_OPTIONS_REALNAMES|
HUD_OPTIONS_REALNAMES|Guest real names
HUD_OPTIONS_EXPORT_PLUGIN|
HUD_OPTIONS_EXPORT_PLUGIN|Export plug-in objects within saved parks
HUD_OPTIONS_UPPERCASE_BANNERS|
HUD_OPTIONS_UPPERCASE_BANNERS|Uppercase text on banner signs
HUD_OPTIONS_CLOUD_SYNC_IOS|
HUD_OPTIONS_CLOUD_SYNC_IOS|Use iCloud to sync progress
HUD_OPTIONS_CLOUD_SYNC_ANDROID|
HUD_OPTIONS_CLOUD_SYNC_ANDROID|Sync progress across devices

HUD_OPTIONS_TIPS|
HUD_OPTIONS_TIPS|Display useful tips while loading
HUD_OPTIONS_FACTS|
HUD_OPTIONS_FACTS|Display random facts while loading

HUD_OPTIONS_CURRENCY_1|
HUD_OPTIONS_CURRENCY_1|Pounds
HUD_OPTIONS_CURRENCY_2|
HUD_OPTIONS_CURRENCY_2|Dollars
HUD_OPTIONS_CURRENCY_3|
HUD_OPTIONS_CURRENCY_3|Franc
HUD_OPTIONS_CURRENCY_4|
HUD_OPTIONS_CURRENCY_4|Deutschmark
HUD_OPTIONS_CURRENCY_5|
HUD_OPTIONS_CURRENCY_5|Yen
HUD_OPTIONS_CURRENCY_6|
HUD_OPTIONS_CURRENCY_6|Peseta
HUD_OPTIONS_CURRENCY_7|
HUD_OPTIONS_CURRENCY_7|Lira
HUD_OPTIONS_CURRENCY_8|
HUD_OPTIONS_CURRENCY_8|Guilders
HUD_OPTIONS_CURRENCY_9|
HUD_OPTIONS_CURRENCY_9|Krona
HUD_OPTIONS_CURRENCY_10|
HUD_OPTIONS_CURRENCY_10|Euros

HUD_OPTIONS_DISTANCE_1|
HUD_OPTIONS_DISTANCE_1|Imperial
HUD_OPTIONS_DISTANCE_2|
HUD_OPTIONS_DISTANCE_2|Metric

HUD_OPTIONS_TEMPERATURE_1|
HUD_OPTIONS_TEMPERATURE_1|Degrees Celsius
HUD_OPTIONS_TEMPERATURE_2|
HUD_OPTIONS_TEMPERATURE_2|Fahrenheit

HUD_OPTIONS_HEIGHTMARKERS_1|
HUD_OPTIONS_HEIGHTMARKERS_1|Real
HUD_OPTIONS_HEIGHTMARKERS_2|
HUD_OPTIONS_HEIGHTMARKERS_2|Units

HUD_OPTIONS_CONSTRUCTIONMARKERS_1|
HUD_OPTIONS_CONSTRUCTIONMARKERS_1|Solid
HUD_OPTIONS_CONSTRUCTIONMARKERS_2|
HUD_OPTIONS_CONSTRUCTIONMARKERS_2|Translucent

HUD_OPTIONS_GRIDLINES_1|
HUD_OPTIONS_GRIDLINES_1|Off
HUD_OPTIONS_GRIDLINES_2|
HUD_OPTIONS_GRIDLINES_2|On
HUD_OPTIONS_GRIDLINES_3|
HUD_OPTIONS_GRIDLINES_3|Auto

HUD_OPTIONS_SCREENSHOT|
HUD_OPTIONS_SCREENSHOT|Screenshot
HUD_OPTIONS_SCREENSHOT_SMALL|
HUD_OPTIONS_SCREENSHOT_SMALL|Small
HUD_OPTIONS_SCREENSHOT_MEDIUM|
HUD_OPTIONS_SCREENSHOT_MEDIUM|Medium
HUD_OPTIONS_SCREENSHOT_LARGE|
HUD_OPTIONS_SCREENSHOT_LARGE|Large
HUD_OPTIONS_SCREENSHOT_FULL|
HUD_OPTIONS_SCREENSHOT_FULL|Entire Park
HUD_OPTIONS_SCREENSHOT_SAVED|
HUD_OPTIONS_SCREENSHOT_SAVED|Screen shot successful
HUD_OPTIONS_SCREENSHOT_FAILED|
HUD_OPTIONS_SCREENSHOT_FAILED|Screen shot failed!
HUD_OPTIONS_SCREENSHOT_FULL_CONFIRM|
HUD_OPTIONS_SCREENSHOT_FULL_CONFIRM|This will overwrite any previous entire-park screenshot in your App documents folder
HUD_OPTIONS_SCREENSHOT_FULL_TAKE|
HUD_OPTIONS_SCREENSHOT_FULL_TAKE|CONFIRM
HUD_OPTIONS_SCREENSHOT_TO_PHOTOS|
HUD_OPTIONS_SCREENSHOT_TO_PHOTOS|Saved to photos

HUD_OPTIONS_SCREENSHOT_TO_DOCUMENTS_IOS|
HUD_OPTIONS_SCREENSHOT_TO_DOCUMENTS_IOS|has been saved to your App documents folder, which you can access by syncing with iTunes on your computer
HUD_OPTIONS_SCREENSHOT_TO_DOCUMENTS_ANDROID|
HUD_OPTIONS_SCREENSHOT_TO_DOCUMENTS_ANDROID|has been saved to your App documents folder



HUD_ERROR_NONSPECIFICERROR|
HUD_ERROR_NONSPECIFICERROR|Non specific error
HUD_ERROR_TILECLEARFAILED|
HUD_ERROR_TILECLEARFAILED|Tile clear failed
HUD_ERROR_LANDNOTOWNED|
HUD_ERROR_LANDNOTOWNED|Land not owned
HUD_ERROR_CANTRAISELAND|
HUD_ERROR_CANTRAISELAND|Can't raise land
HUD_ERROR_NOTWHILEGAMEPAUSED|
HUD_ERROR_NOTWHILEGAMEPAUSED|Not while game is paused
HUD_ERROR_FORBIDDENBYAUTHORITY|
HUD_ERROR_FORBIDDENBYAUTHORITY|Forbidden by authority
HUD_ERROR_OFFMAP|
HUD_ERROR_OFFMAP|Off map
HUD_ERROR_TOOLOW|
HUD_ERROR_TOOLOW|Too low
HUD_ERROR_TOOHIGH|
HUD_ERROR_TOOHIGH|Too high
HUD_ERROR_LANDTOOFARBELOWTRACK|
HUD_ERROR_LANDTOOFARBELOWTRACK|Land too far below track
HUD_ERROR_CANTREMOVETHIS|
HUD_ERROR_CANTREMOVETHIS|Can't remove this
HUD_ERROR_TERRAFORMFAILED|
HUD_ERROR_TERRAFORMFAILED|Terraform failed
HUD_ERROR_NOTENOUGHCASH|
HUD_ERROR_NOTENOUGHCASH|Not enough cash
HUD_ERROR_MODENOTREADY|
HUD_ERROR_MODENOTREADY|Mode not ready
HUD_ERROR_FOUNDNOTHING|
HUD_ERROR_FOUNDNOTHING|Found nothing
HUD_ERROR_RIDEPLACEMENTNOTREADY|
HUD_ERROR_RIDEPLACEMENTNOTREADY|Ride placement not ready
HUD_ERROR_UNKNOWNERROR|
HUD_ERROR_UNKNOWNERROR|Unknown ERROR



HUD_ERROR_LOADSAVE_INITFAILURE|
HUD_ERROR_LOADSAVE_INITFAILURE|Init failure
HUD_ERROR_LOADSAVE_CANNOTOPENSCENARIOFILE|
HUD_ERROR_LOADSAVE_CANNOTOPENSCENARIOFILE|Unable to Load!\nCannot open Scenario file
HUD_ERROR_LOADSAVE_CANNOTOPENGAMEFILE|
HUD_ERROR_LOADSAVE_CANNOTOPENGAMEFILE|Unable to Load!\nCannot open game file
HUD_ERROR_LOADSAVE_INVALIDSCENARIODATAFILE|
HUD_ERROR_LOADSAVE_INVALIDSCENARIODATAFILE|Unable to Load!\nInvalid Scenario data file
HUD_ERROR_LOADSAVE_CANNOTOPENGAMEFILEFORSAVE|
HUD_ERROR_LOADSAVE_CANNOTOPENGAMEFILEFORSAVE|Unable to Load!\nCannot open game file for save
HUD_ERROR_LOADSAVE_SCENARIOUSESMISSINGPLUGINOBJECT|
HUD_ERROR_LOADSAVE_SCENARIOUSESMISSINGPLUGINOBJECT|Unable to Load!\nMissing plug-in object ID
HUD_ERROR_LOADSAVE_SAVEGAMEUSESMISSINGPLUGINOBJECT|
HUD_ERROR_LOADSAVE_SAVEGAMEUSESMISSINGPLUGINOBJECT|Unable to Load!\nMissing plug-in object ID
HUD_ERROR_LOADSAVE_SCENARIOUSESADDONPACKPLUGINOBJECT|
HUD_ERROR_LOADSAVE_SCENARIOUSESADDONPACKPLUGINOBJECT|Unable to Load!\nRequires Expansion Pack
HUD_ERROR_LOADSAVE_SAVEGAMEUSESADDONPACKPLUGINOBJECT|
HUD_ERROR_LOADSAVE_SAVEGAMEUSESADDONPACKPLUGINOBJECT|Unable to Load!\nRequires Expansion Pack
HUD_ERROR_LOADSAVE_UNKNOWNERROR|
HUD_ERROR_LOADSAVE_UNKNOWNERROR|Unknown Load/Save Error
HUD_ERROR_LOADSAVE_WACKY_WORLDS|
HUD_ERROR_LOADSAVE_WACKY_WORLDS|Wacky Worlds
HUD_ERROR_LOADSAVE_TIME_TWISTERS|
HUD_ERROR_LOADSAVE_TIME_TWISTERS|Time Twisters
HUD_ERROR_LOADSAVE_REQUIRES_EXPANSION_PACK|
HUD_ERROR_LOADSAVE_REQUIRES_EXPANSION_PACK|Unable to Load!\nRequires an Expansion Pack



HUD_DATE_MONTH0|Янв
HUD_DATE_MONTH0|Jan
HUD_DATE_MONTH1|Февр
HUD_DATE_MONTH1|Feb
HUD_DATE_MONTH2|Мрт
HUD_DATE_MONTH2|Mar
HUD_DATE_MONTH3|Апр
HUD_DATE_MONTH3|Apr
